md5,title,author
ad0eda7042fbffe44da8a3fe13198899,"The Complete Book of the SR-71 Blackbird: The Illustrated Profile of Every Aircraft, Crew, and Breakthrough of the World's Fastest Stealth Jet","Graham, Richard H."
6d6bae402baf92fabd6e598eb1b50fdf,The Lion's Share: A History of British Imperialism 1850 to the Present. Fifth Edition,Bernard Porter
73af0208ec28e63327bdc89fbcf98d71,The Complete Sherlock Holmes. Illustrated (Top Five Classics Book 17),Sir Arthur Conan Doyle
ebde666bd719e56594dd8be8776f058d,U.S. Army Survival Manual Updated,Department of the Army; Peter T. Underwood
2b1616e803ff2094bd7f5f4635adec17,"The Sinking Middle Class. A Political History of Debt, Misery, and the Drift to the Right. Revised Second Edition",David Roediger
4e23083695d0b3f7d2936e1a37c8b7b0,19 and 20: Notes for a New Insurrection (Updated 20th Anniversary Edition),Colectivo Situaciones
8b187433c7c40bd6396477aca151480d,Delphi Complete Paintings of Amedeo Modigliani (Illustrated),Amedeo Modigliani
1df34287ba1f5e8fe2c6a9a405d6a181,"Louise Penny Reading List and Books Quiz: Complete Louise Penny Books Checklist with Reading Order of Chief Inspector Armand Gamache Series, and details of all the 17 books (updated 2021), plus a Books Quiz",Mobile Library
ab04d9f11bc4a238886e876732390868,Delphi Complete Works of Hieronymus Bosch (Illustrated),Hieronymus Bosch
b192e3cedd7b35b8b47c035ccbd1cb5e,"Mastering VMware Horizon 7.8: Master desktop virtualization to optimize your end user experience, 3rd Edition","Peter von Oven, Barry Coombs"
202ce548f6ffc009a178fab58feff160,"Sustainable Building Systems and Construction for Designers, 3rd Edition",Lisa M. Tucker
1264b96d5b6ef85d4e889b60d4f96e6e,"Hiking Zion and Bryce Canyon National Parks: A Guide to Southwestern Utah's Greatest Hikes, Fourth Edition (Falcon Guides. Hiking Zion and Bryce Canyon National Parks)",Erik Molvar
f80bf8a34c1ac6dabafe9c6bdac0b19e,Sears List of Subject Headings 19th Edition,Joseph Miller (Ed.) Barbara A. Bristow (Ass. Ed.)
5ec69a7b1b8d515d47542b91e06098c4,Responsive Web Design with HTML5 and CSS (4th Edition)  (Build future-proof responsive websites using the latest HTML5 and CSS techniques),Ben Frain
946f0889feea807a90159f4dda59ee70,"Linux Command Line and Shell Scripting Bible, 4th Edition","Richard Blum, Christine Bresnahan"
6f3f47db8cd76429b2543424a9b9aa6d,"Student Solutions Manual for Mathematics for Economics, fourth edition",Michael Hoy; John Livernois; Chris Mckenna; Ray Rees; Thanasis Stengos
8e5c18f40e3e47be2cda5a5280930ea5,"Ultimate Guide to Furniture Refinishing and Repair, 2nd Revised Edition",Brian Hingley
76694a3e31318e0059559ce45de1e719,The Complete Works of Charles Dickens (Illustrated Edition) (GP Complete Works),"Charles, Dickens"
aef3ad94f82251d901d41b77158cb496,"Engineering Drawing, 3rd Edition",Kannaiah P.
78be08fa0ac0e18caef19bb13b30838d,"A Tour of C++, 3rd Edition",Bjarne Stroustrup
89036c0724f183ffbb2c1c4bc9727a62,"A Project Manager's Book of Forms: A Companion to the PMBOK Guide, 5th Edition","Cynthia Snyder Stackpole, Cynthia Stackpole Snyder"
4a753374e8863fd055e5d70f6ce1b80a,English Grammar in Use - Fifth Edition,Raymond Murphy
60ee0b85e3686153ccb65cfd5b405e18,"JEE Main Physics: Questions And Answers, 4th Edition","HIMSELPH, WATT"
472684a67db275fe21924ff7f05360a8,"Jee Main Mathematics: Questions And Answers, 4th Edition","Himselph, Watt"
cf72df2232e4044019c937f68a0a22a5,How Languages Are Learned 5th Edition,Patsy M Lightbown;Nina Spada;; Nina Spada
aaca563662f865723b6a314734d4f453,"Core Java for the Impatient, 3rd Edition",Cay S. Horstmann
1e3c5fda18f8587eec9ced100b71fd5d,The R Book 3rd Edition,"Elinor Jones, Simon Harden, Michael J. Crawley"
3f9c9bc1c5e7214c971a5f1a085d46b8,"The Art of Feminism, Revised Edition",Helena Reckitt
f3dc6e9afed0eee6dea500797adee5af,Minecraft: Guide to Survival (Updated),"Mojang AB, The Official Minecraft Team"
c0bdf379761b5ebea77fc7ab8638d777,"Why We Are at War (2nd Edition, revised)",University of Oxford. Faculty of Modern History
b1647b1081e34f561ecc74d166bbebde,"The Film Photography Handbook, 3rd Edition: Rediscovering Photography in 35mm, Medium, and Large Format","Marquardt Chris, Andrae Monika"
11b7c7cac060ba9016694baa3ac050a4,"Copywriting Third Edition: Successful writing for design, advertising and marketing","Mark Shaw, Gyles Lingwood"
54885dae4278d73ab1402422c00af607,"The Everything Baby Names Book, Completely Updated With 5,000 More Names!: Pick the Perfect Name for Your Baby",June Rifkin
fd073aaff392d3286300468de77a9c2c,Delphi Complete Works of Harry Collingwood (Illustrated),Harry Collingwood
b28e6bcf7d56cf19331cf2e328cfe32a,The Damn Good Resume Guide: A Crash Course in Resume Writing (5th Edition),"Yana Parker, Beth Brown"
3e72541dff200a35aa888f5c05fab23c,"The Complete Guide to Option Selling: How Selling Options Can Lead to Stellar Returns in Bull and Bear Markets, 3rd Edition","James Cordier, Michael Gross"
c139c56bf6439a7eec8dd9812c75f524,"Running Linux, 5th Edition",Matthias Kalle Dalheimer & Matt Welsh
2f1fe3b1905231802a717477b4f07329,"Scenic Driving Montana: Including Glacier National Park and Beartooth Highway, Fourth Edition",S. A. Snyder
37a831a02b901b871081c394be47bad2,"The Natural Pregnancy Book, Third Edition: Your Complete Guide to a Safe, Organic Pregnancy and Childbirth with Herbs, Nutrition, and Other Holistic Choices",Aviva Jill Romm
00000cca645a6f9e287236857794215c,"5 Steps to a 5: 500 AP Physics 1 Questions to Know by Test Day, Fourth Edition",Anaxos Inc
cefcfe6680128e7ac062e28ef97ca6bf,Delphi Complete Works of Mrs. Humphry Ward (Illustrated),Mary Augusta Ward
37792b4e9f171c0afb3ad97daadda311,Jacques PÃ©pin New Complete Techniques,Jacques PÃ©pin
a4cd5e591dd70b1d2d83b8e123552049,"Practice Makes Perfect: English Vocabulary for Beginning ESL Learners, Premium Fourth Edition (NTC FOREIGN LANGUAGE)",Jean Yates
dd883c367c9e8fc21c1c490ef9987124,Backcountry Avalanche Safety: A Guide to Managing Avalanche Risk - 4th Edition,Tony Daffern
d7627d8a9d2050e581b5248859fa0f54,Rick Steves London (Twenty-third Edition),"Gene Openshaw, Rick Steves"
03d3467d3fa8c95ccb6587da89e552d2,Windows Server 2022 Administration Fundamentals - 3rd Edition,Bekim Dauti
b8ee6cff306d2b3e62e5f5232f7717b0,"The Worldly Philosophers: The Lives, Times and Ideas of the Great Economic Thinkers (7th Edition)",Robert L Heilbroner
2771792cb36b7bd7208daf228566ac2c,DIY Solar Projects--Updated Edition,Eric Smith
9bdf306f3ae0b1954ace2dcf4a6b275a,Windows and Linux Penetration Testing from Scratch - 2nd Edition,Phil Bramwell
f933d23b17793c0ee576d89e7b11b973,"Bearded Dragon Manual, 3rd Edition: Expert Advice for Keeping and Caring for a Healthy Bearded Dragon (CompanionHouse Books) Habitat, Heat, Diet, Behavior, Personality, Illness, Training, FAQ and More",Philippe De Vosjoli; Robert Mailloux; Susan Donoghue; Roger Klingenberg; Jerry Cole
c248d8555c8375941aa65582b0dabbfb,The Complete America's Test Kitchen TV Show Cookbook 2001â€“2023: Every Recipe from the Hit TV Show Along with Product Ratings Includes the 2023 Season,America's Test Kitchen
b4a90c6a62d73b3369914e7fcf3d8d39,2021 International Building Code(r) Illustrated Handbook,INTERNATIONAL CODE COUNCIL; Douglas W Thornburg; Chris Kimball
7a68ea79985c387ff07f0c1290fbe806,Earl Scruggs and the 5-String Banjo: Revised and Enhanced Edition,Earl Scruggs
b17c8e932d8c1fdc7c6e820bdc886918,Google Tips & Tricks - 17th Edition 2022,Unknown
0330360b620cb17afc213fefbf48521a,Cleveland Clinic Illustrated Tips and Tricks in Colon and Rectal Surgery,"Scott, R Steele"
b72b1d8621e66ecc0bcba3c366050a91,"The UFO Encyclopedia, 3rd Ed.",Jerome Clark
1e8baf0e06d82dfa8e5f6c22578f0683,"A Complaint Is a Gift, 3rd Edition: How to Learn from Critical Feedback and Recover Customer Loyalty","Janelle Barlow, Victoria Holtz"
e559c7d1278395b76d85b8ea37bfdee9,"The Art of Doing Science and Engineering: Learning to Learn, 4th Edition",Richard W. Hamming
3b5e571ad3429560420a89f837831ab6,Pharmacognosy and Phytochemistry: A Comprehensive Approach. Second Edition,"S.L. Deore, S.S. Khadabadi, B.A. Baviskar"
7cf51b5142e1866c8efabe85d464e936,How to Cook Everything Fast Revised Edition,Mark Bittman
89f045a35c2e5d258b5d9d4404b46818,"Feline Emergency and Critical Care Medicine, 2nd Edition","Kenneth J. Drobatz, Erica Reineke, Merilee F. Costello, William T. N. Culp"
da70c849def4283cb5d99b4fd2ea8a66,Moon USA National Parks: The Complete Guide to All 59 Parks,Becky Lomax
2779af7e1c2acfa0f9c746b856b82f27,Delphi Collected Paintings of Edvard Munch (Illustrated),Edvard Munch; Peter Russell
03a906460da4caaa82150962268bc7b7,"Smart Thinking: Skills for Critical Understanding and Writing, Second Edition - Re-Issue",Matthew Allen
48d25411f653b6e332ff45cae118c69b,They Called Us Enemy: Expanded Edition,George Takei & Justin Eisinger & Harmony Becker & Steven Scott
1a4f1a47171b14ed6d7654119dc63e34,"Practical Autodesk AutoCAD 2023 and AutoCAD LT 2023, 2nd Edition","Jaiprakash Pandey, Yasser Shoukry"
b1534414414d3da680be2769f4d2a1ab,"Quantitative Equity Portfolio Management: An Active Approach to Portfolio Construction and Management, 2nd Edition",Ludwig B. Chincarini
ca6d479cfa9686444868b34d73ec2e04,The Complete Chinese Takeaway Cookbook,Kwoklyn Wan
92b648a120eaae9f3f805a03bc6e4e2f,"How to Solder Electronics: 15 Rules for Successful Soldering: A Complete Beginners Guide, 2nd Edition","Solder, SRA"
1390bc1e221e5c959afc0ddbcb21c6e0,99 Tricks and Traps for Oracle Primavera P6 PPM Professional Updated for Version 21: The Casual Userâ€™s Survival Guide,Paul E Harris
4874f44e9361c6ef0ac1504ae04d33fa,"Elevating Game Experiences with Unreal Engine 5: Bring your game ideas to life using the new Unreal Engine 5 and C++, 2nd Edition","Goncalo Marques, Devin Sherry, David Pereira, Hammad Fozi"
349e21e3689dd11b825462a5ae8f09bd,"Data Analytics for Accounting, 3rd Edition","Vernon J. Richardson, Ryan Teeter, Katie Terrell"
7f30ea150d2c9ef5e0f9577664c371c1,Goodbye to All That (Revised Edition): Writers on Loving and Leaving New York,Sari Botton
f6585cc2ecf35557f2ef556293ad1e07,Yard and Garden Furniture (New 2nd Edition): Plans and Step-by-Step Instructions to Create 20 Useful Outdoor Projects,Bill Hylton
1ca94afc2284a8cfef26ce8335c841b5,"What Color Is Your Parachute? for Teens, Fourth Edition: Discover Yourself, Design Your Future, and Plan for Your Dream Job",Carol Christen
cd544a7e87f1a98fa9450e5b317f68aa,The Botany of Beer: An Illustrated Guide to More Than 500 Plants Used in Brewing,Giuseppe Caruso
c3703f4145709bbeb867e25010403ce0,Complications of Pain-Relieving Procedures: An Illustrated Guide,"Serdar Erdine, Peter S. Staats"
b87c1f7bab3a754efb4e194670b292ca,"Divided Spheres: Geodesics and the Orderly Subdivision of the Sphere, 2nd Edition","Popko, Edward S.;Kitrick, Christopher J.; & Christopher J. Kitrick"
84c147ee6ae51803f019cf211a4ef7dc,"The Los Alamos Primer: The First Lectures on How to Build an Atomic Bomb, Updated with a New Introduction",Robert Serber
96b13c2f7ec131d1991f4a542db2baec,"Corporate Financial Accounting (MindTap Course List), 16th Edition","Carl S. Warren, Jeff Jones"
b795b34a464650e802f9ecbdb5bc8a1e,"Plant Names : A Guide to Botanical Nomenclature, 4th Edition","Roger Spencer, Rob Cross"
196c1bf30f937f783448d27903f21b37,"Human Work Interaction Design. Artificial Intelligence and Designing for a Positive Work Experience in a Low Desire Society: 6th IFIP WG 13.6 Working Conference, HWID 2021, Beijing, China, May 15â€“16, 2021, Revised Selected Papers","Ganesh Bhutkar, Barbara R. Barricelli, Qin Xiangang, Torkil Clemmensen, Frederica GonÃ§alves, JosÃ© Abdelnour-Nocera, Arminda Lopes, Fei Lyu, Ronggang Zhou, Wenjun Hou"
552a65d1d81d03a884e07dd9911e3436,Desserts Illustrated: The Ultimate Guide to All Things Sweet 600+ Recipes,America's Test Kitchen
2bf25e5dad43dac0e7418714a2b479b0,Belfast and Derry in Revolt: A New History of the Start of the Troubles: New Revised Edition,"Simon Prince, Geoffrey Warner"
e6571db877abc3d05133835ae18fa696,"SQL for Data Analytics: Harness the power of SQL to extract insights from data, 3rd Edition","Jun Shan, Matt Goldwasser, Upom Malik, Benjamin Johnston"
7737517003f5225bbdbf8c9d400022e1,"Legal Guide for Starting & Running a Small Business, 17th Edition","Fred S. Steingold, David M. Steingold"
8a18298bd61b594dd438dcd901eaeddb,Cannabis Grower's Handbook: The Complete Guide to Personal and Commercial Marijuana and Hemp Cultivation,Ed Rosenthal
21dc18f4370b69ba9162a612fe223fe0,Bulfinch's Mythology: The Classic Introduction to Myth and Legend-Complete and Unabridged,Thomas Bulfinch
ad9f7a0ce27e26adafb86f2b7a23820e,Real-World Android by Tutorials (Second Edition): Professional App Development With Kotlin,By Ricardo Costeira & By Subhrajyoti Sen & By Kolin StÃ¼rt and Antonio Roa-Valverde
c3764c8c14a95f6209beca2f56ebc701,The Complete Works of Aristotle: The Revised Oxford Translation â€“ Volume One and Two,Jonathan Barnes
a2e22eec133ce72376cbae766fc48a58,The Rise of the Dragon: An Illustrated History of the Targaryen Dynasty,"George R.R. Martin, Elio M. Garcia Jr., Linda Antonsson"
49ed9381da4fb87b8794c1e929acb1dc,"Gelli(r) Printing, Expanded Edition: Printing Without a Press on Paper and Fabric Using the Gelli(r) Plate",Suzanne Mcneill
3c9e8d4b12c055e5bd1479b2099e0de0,The Sibley Field Guide to Birds of Western North America: Second Edition,David Allen Sibley
f671d7af9a76d8033fc6864695bd9090,Salesforce for Beginners - Second Edition (Early Access),"Sharif Shaalan, Timothy Royer"
360fb59345786c7c07f53ed4f73ef1cf,"Kids Can Cook Anything!: The Complete How-To Cookbook for Young Chefs, with 75 Kid-Tested, Kid-Approved Recipes",America's Test Kitchen Kids
e328d64e9268aea8e2c776ed921cb965,Delphi Complete Works of Alciphron (Illustrated),Alciphron
3cf7e444412677488dbf7a3ea9c5af65,Barron's Math 360: A Complete Study Guide to Geometry with Online Practice,Lawrence S. Leff; Elizabeth Waite
a07e2ef5b97641ce4a2ef39117754daf,"Corporate Finance: Economic Foundations and Financial Modeling, 3rd Edition",CFA Institute
7fca81e0857456369beff3d2b7a17b5a,Designs From Linear Codes (Second Edition),Cunsheng Ding; Chunming Tang
d85434bff7044aae911ca536740d040e,Delphi Complete Works of Parthenius (Illustrated),Parthenius of Nicaea
bb34ba44a1900bf0b4eb9d762b077e84,"Dermatology Made Easy, 2nd edition",Amanda Oakley
39468595a2fcf0c0f6f4b0f6e5ff3ea0,"CISM Review Manual, 16th Edition",Isaca
c4af70855571cde24f09046d78c4538d,Delphi Complete Works of Persius (Illustrated),Aulus Persius Flaccus
6e4b09b30fd48d90d947523caa07e9a3,The Complete Works of William Shakespeare (illustrated),William Shakespeare
0ed01101223830c49f689127a6688f03,"The Beer Bible, 2nd Edition",Jeff Alworth
e852162e2471bfca0803fff4a2ac373b,"The Rules of Life, 4th Edition",Richard Templar
21659af2e26ec5e2da2524f468c96e8e,Complete Works of Theodore Roosevelt,Theodore Roosevelt
78066363689afc903d89256ebd5804d7,Structural Dynamics with Applications in Earthquake and Wind Engineering 2nd ed.,"Konstantin Meskouris, Christoph Butenweg, Klaus-G. Hinzen, RÃ¼diger HÃ¶ffer"
3187b5aa516e39dc4483e796da956dc7,Google Classroom 2020: The Complete Step by Step Illustrated Guide to Learn Everything You Need to Know About Google Classroom,Mike Class
fc01d51ccfebaab0e75a6cb8e15b2c81,"Explorer's Guide Cape Cod, Martha's Vineyard & Nantucket (Explorer's Complete)",Kim Grant
